Name,picture_link,Wikipedia_Link,division,rating,bouts,rounds,KOs,Career,Debut,vada,titles,ID,Birth Name,sex,Alias,Age,Nationality,Stance,Height,Reach,Residence,Birth Place,Win,Lose,Draw
Julio Cesar Martinez,https://boxrec.com/images/thumb/9/99/751478.jpg/200px-751478.jpg,https://boxrec.com/wiki/index.php?title=Fight:2961662,fly,5.0,24,123,75%,2015-2023,2015-10-16,,WBC World Fly,751478,Julio Cesar Martinez Aguilar,male,El Rey,29,Mexico,orthodox,5′ 2″   /   157cm,64″   /   163cm,"Mexico City, Distrito Federal, Mexico","Mexico City, Distrito Federal, Mexico",20,2,0
Francisco Fonseca,https://boxrec.com/images/thumb/c/cf/FranciscoFonseca.jpg/200px-FranciscoFonseca.jpg,https://boxrec.com/wiki/index.php?title=Fight:3105746,super feather,5.0,39,181,81.82%,2013-2023,2013-12-21,,,673483,Francisco Hernan Fonseca Lira,male,,29,Nicaragua,orthodox,5′ 7½″   /   171cm,69½″   /   177cm,"Managua, Nicaragua","El Rama, Nicaragua",33,4,2
Isaac Dogboe,https://boxrec.com/images/thumb/3/3c/661447.jpeg/200px-661447.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3047468,feather,5.0,28,196,62.5%,2013-2023,2013-08-30,,,661447,Isaac Zion Dogboe,male,Royal Storm,29,United Kingdom,orthodox,5′ 4″   /   163cm,64″   /   163cm,"Tampa, Florida, USA","Accra, Ghana",24,4,0
Hasanboy Dusmatov,https://boxrec.com/images/thumb/b/b3/851649.jpeg/200px-851649.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3053327,minimum,5.0,6,22,83.33%,2019-2023,2019-11-16,,,851649,Hasanboy Marfjon Ugli Dusmatov,male,,30,Uzbekistan,southpaw,5′ 2½″   /   159cm,,"Indio, California, USA","Andijan, Uzbekistan",6,0,0
Chris Colbert,https://boxrec.com/images/thumb/b/b0/720233.jpeg/200px-720233.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3078081,light,5.0,19,133,35.29%,2015-2023,2015-05-29,,,720233,,male,Primetime,27,USA,orthodox,5′ 8″   /   173cm,71″   /   180cm,"Brooklyn, New York, USA","Brooklyn, New York, USA",17,2,0
Joseph Diaz,https://boxrec.com/images/thumb/b/b3/634717.jpg/200px-634717.jpg,https://boxrec.com/wiki/index.php?title=Fight:2974218,light,5.0,38,295,45.45%,2012-2023,2012-12-15,,,634717,Joseph Pedroza Diaz Jr.,male,Jo Jo,31,USA,southpaw,5′ 6″   /   168cm,64″   /   163cm,"Downey, California, USA","South El Monte, California, USA",33,4,1
Nahir Albright,https://boxrec.com/images/thumb/4/4e/772187.jpg/200px-772187.jpg,https://boxrec.com/wiki/index.php?title=Fight:3032434,light,5.0,19,99,43.75%,2016-2023,2016-09-01,,,772187,Nahir Caleb Albright,male,Woo,28,USA,orthodox,5′ 8″   /   173cm,70½″   /   179cm,"Sicklerville, New Jersey, USA","Philadelphia, Pennsylvania, USA",16,2,0
Christian Carto,https://boxrec.com/images/thumb/0/0a/ChristianCarto.jpeg/200px-ChristianCarto.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3074433,bantam,5.0,22,89,66.67%,2016-2024,2016-07-02,,,764176,,male,,27,USA,orthodox,5′ 5″   /   165cm,,"Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA",21,1,0
Lawrence Okolie,https://boxrec.com/images/thumb/5/5e/Lawrence_Okolie.jpg/200px-Lawrence_Okolie.jpg,https://boxrec.com/wiki/index.php?title=Fight:2954960,cruiser,5.0,20,108,73.68%,2017-2023,2017-03-25,,,789060,,male,'The Sauce',31,United Kingdom,orthodox,6′ 5″   /   196cm,82½″   /   210cm,"Hackney, London, United Kingdom","Hackney, London, United Kingdom",19,1,0
Etinosa Oliha,https://boxrec.com/images/thumb/d/d8/835462.jpeg/200px-835462.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3115922,middle,5.0,19,120,42.11%,2018-2023,2018-05-19,,IBO World Middle,835462,Etinosa Godwin Oliha,male,El Chapo,25,Italy,orthodox,6′ 1″   /   185cm,,"Asti, Piemonte, Italy","Torino, Piemonte, Italy",19,0,0
Tsendbaatar Erdenebat,https://boxrec.com/images/thumb/7/75/847787.jpg/200px-847787.jpg,https://boxrec.com/wiki/index.php?title=Fight:3072795,light,5.0,8,47,50%,2018-2023,2018-09-13,,,847787,Эрденебат Цэндбаатар,male,Chinggis Khaan,27,Mongolia,southpaw,5′ 4″   /   163cm,,"Los Angeles, California, USA","Tsetserleg, Mongolia",8,0,0
Mauro Forte,https://boxrec.com/images/thumb/4/4b/756076.jpg/200px-756076.jpg,https://boxrec.com/wiki/index.php?title=Fight:3082332,feather,5.0,21,114,42.11%,2016-2023,2016-04-23,,,756076,,male,,30,Italy,southpaw,,,"Roma, Lazio, Italy","Roma, Lazio, Italy",19,0,2
Osleys Iglesias,https://boxrec.com/images/thumb/c/c1/850339.jpg/200px-850339.jpg,https://boxrec.com/wiki/index.php?title=Fight:3024977,super middle,5.0,9,34,88.89%,2019-2023,2019-09-07,,IBO World Super Middle,850339,Osleys Iglesias Estrada,male,,26,Cuba,southpaw,5′ 9½″   /   177cm,,"Berlin, Berlin, Germany","Havana, Cuba",9,0,0
Guillermo Rigondeaux,https://boxrec.com/images/thumb/8/80/492989.jpg/200px-492989.jpg,https://boxrec.com/wiki/index.php?title=Fight:2975531,bantam,5.0,26,164,68.18%,2009-2023,2009-05-22,,,492989,Guillermo Rigondeaux Ortiz,male,El Chacal The Jackal,43,Cuba,southpaw,5′ 7″   /   170cm,67½″   /   171cm,"Miami, Florida, USA","Santiago de Cuba, Cuba",22,3,0
Andres Campos,https://boxrec.com/images/thumb/7/72/Camposchile.jpg/200px-Camposchile.jpg,https://boxrec.com/wiki/index.php?title=Fight:3005947,fly,5.0,17,121,31.25%,2018-2023,2018-08-10,,,842837,Andres Ignacio Campos Gonzalez,male,,27,Chile,orthodox,5′ 3½″   /   161cm,64½″   /   164cm,"Santiago de Chile, Chile","Santiago de Chile, Chile",16,1,0
Jordan White,https://boxrec.com/images/thumb/f/f6/740167.jpeg/200px-740167.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3037782,super feather,5.0,17,82,68.75%,2015-2023,2015-12-08,,,740167,,male,Shortdog,26,USA,orthodox,5′ 7½″   /   171cm,70″   /   178cm,"Washington, District of Columbia, USA",USA,16,1,0
Julio Luna Avila,https://boxrec.com/images/thumb/4/48/751461.jpg/200px-751461.jpg,https://boxrec.com/wiki/index.php?title=Fight:3010482,welter,5.0,24,124,52.38%,2015-2023,2015-12-18,,,751461,Julio Ulises Luna Ávila,male,Canelito,25,Mexico,orthodox,5′ 11″   /   180cm,,"Gomez Palacio, Durango, Mexico","Gomez Palacio, Durango, Mexico",21,1,2
Hayato Tsutsumi,https://boxrec.com/images/thumb/5/5c/863092_2022.jpg/200px-863092_2022.jpg,https://boxrec.com/wiki/index.php?title=Fight:3077384,feather,5.0,4,31,25%,2022-2023,2022-07-13,,,863092,堤駿斗,male,,24,Japan,orthodox,5′ 7½″   /   172cm,,"Tokyo, Japan","Chiba City, Chiba, Japan",4,0,0
Carlos Castro,https://boxrec.com/images/thumb/d/d9/CastroCarlos1.JPG/200px-CastroCarlos1.JPG,https://boxrec.com/wiki/index.php?title=Fight:3043758,feather,5.0,31,172,48.28%,2012-2023,2012-06-16,,,617852,Carlos Alejandro Castro Manriquez,male,,29,USA,orthodox,5′ 7″   /   170cm,70″   /   178cm,"Phoenix, Arizona, USA","Ciudad Obregon, Sonora, Mexico",29,2,0
Musashi Mori,https://boxrec.com/images/thumb/7/7f/Musashi_Mori.jpeg/200px-Musashi_Mori.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2975319,super feather,5.0,16,107,50%,2016-2023,2016-12-04,,,779179,森武蔵,male,,24,Japan,southpaw,5′ 7″   /   170cm,,"Tokyo, Japan","Kikuchi, Kumamoto, Japan",14,1,1
Vildan Minasov,/build/images/main/v6-avatar.svg,https://boxrec.com/wiki/index.php?title=Human:859114,light,5.0,13,61,58.33%,2018-2023,2018-12-19,,,859114,Вильдан Рамазанович Минасов,male,,27,Russia,orthodox,5′ 8″   /   173cm,,"Miass, Russia","Poselok Komsomolsk, Russia",12,1,0
Argi Cortes,https://boxrec.com/images/thumb/1/1e/685573a.jpg/200px-685573a.jpg,https://boxrec.com/wiki/index.php?title=Fight:3109734,super fly,5.0,32,185,38.46%,2014-2024,2014-04-24,,,685573,Argi Eliel Cortes Sánchez,male,,29,Mexico,orthodox,5′ 2½″   /   159cm,65½″   /   166cm,"Mexico City, Distrito Federal, Mexico",Mexico,26,4,2
Abeid Zugo,https://boxrec.com/images/thumb/7/7b/593861a.jpg/200px-593861a.jpg,https://boxrec.com/wiki/index.php?title=Fight:3119531,light,5.0,14,40,85.71%,2011-2023,2011-12-24,,,593861,Abeid Kessy Kasongo,male,Champion Zugo,27,Tanzania,orthodox,5′ 8″   /   173cm,72″   /   183cm,"East London, Eastern Cape, South Africa","Dar-Es-Salaam, Tanzania",14,0,0
Keisuke Matsumoto,https://boxrec.com/images/thumb/f/f6/Keisuke_Matsumoto944445.JPG/200px-Keisuke_Matsumoto944445.JPG,https://boxrec.com/wiki/index.php?title=Fight:3085101,feather,5.0,9,38,77.78%,2020-2023,2020-08-24,,,944445,松本圭佑,male,,24,Japan,orthodox,5′ 8½″   /   174cm,68″   /   173cm,"Yokohama, Kanagawa, Japan","Yokohama, Kanagawa, Japan",9,0,0
Otto Wallin,https://boxrec.com/images/thumb/5/57/651121_2023.jpg/200px-651121_2023.jpg,https://boxrec.com/wiki/index.php?title=Fight:3075032,heavy,5.0,29,162,53.85%,2013-2023,2013-06-15,,,651121,Einar Otto Vallin,male,,33,Sweden,southpaw,6′ 5½″   /   197cm,78″   /   198cm,"New York, New York, USA","Sundsvall, Sweden",26,2,0
Jayson Vayson,https://boxrec.com/images/thumb/9/93/780289.jpg/200px-780289.jpg,https://boxrec.com/wiki/index.php?title=Fight:3044469,light fly,5.0,14,77,54.55%,2016-2023,2016-10-15,,,780289,Jayson Paden Vayson,male,Striker,25,Philippines,orthodox,5′ 4″   /   163cm,66″   /   168cm,"Veruela, Agusan del Sur, Philippines","Veruela, Agusan del Sur, Philippines",11,1,1
Rafael Pedroza,https://boxrec.com/images/thumb/9/91/RafaelPedroza(Panama)Boxrec.jpg/200px-RafaelPedroza(Panama)Boxrec.jpg,https://boxrec.com/wiki/index.php?title=Fight:3013700,super bantam,5.0,16,82,73.33%,2017-2023,2017-04-05,,,795062,Rafael Gerald Pedroza Contreras,male,,27,Panama,orthodox,5′ 11″   /   180cm,,"El Martillo, Panama","Panama City, Panama",15,1,0
Regie Suganob,https://boxrec.com/images/thumb/8/8d/854671.jpg/200px-854671.jpg,https://boxrec.com/wiki/index.php?title=Fight:3026010,light fly,5.0,15,99,28.57%,2018-2023,2018-11-24,,WBO Global Light Fly,854671,,male,Filipino Phenom,26,Philippines,orthodox,5′ 5″   /   165cm,,"Dauis, Bohol, Philippines",,14,1,0
Victor Santillan,https://boxrec.com/images/thumb/b/b7/Santillanv.jpeg/200px-Santillanv.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2984740,bantam,5.0,14,82,38.46%,2018-2023,2018-04-07,,,832879,Victor Daniel Santillán Pérez,male,,28,Dominican Republic,southpaw,5′ 5½″   /   167cm,,"Trujillo Alto, Puerto Rico","La Romana, Dominican Republic",13,1,0
Bektemir Melikuziev,https://boxrec.com/images/thumb/8/83/Bek_iron.jpg/200px-Bek_iron.jpg,https://boxrec.com/wiki/index.php?title=Fight:3018564,super middle,5.0,14,56,76.92%,2019-2023,2019-06-13,,WBO Global Super Middle,851162,Bektemir Rozmatjon Ogli Meliqoziyev,male,Bully,27,Uzbekistan,southpaw,5′ 9½″   /   177cm,70½″   /   179cm,"Indio, California, USA","Shoimbek, Uzbekistan",13,1,0
Edgar Berlanga,https://boxrec.com/images/thumb/a/ab/760625.jpg/200px-760625.jpg,https://boxrec.com/wiki/index.php?title=Fight:3093157,super middle,5.0,21,66,76.19%,2016-2023,2016-04-29,,,760625,Edgar Luis Berlanga,male,The Chosen One,26,USA,orthodox,6′ 1″   /   185cm,73″   /   185cm,"New York, New York, USA","Brooklyn, New York, USA",21,0,0
Delante Johnson,https://boxrec.com/images/thumb/0/09/856811.jpg/200px-856811.jpg,https://boxrec.com/wiki/index.php?title=Fight:3094979,super light,5.0,11,63,45.45%,2021-2023,2021-11-20,,,856811,,male,Tiger,25,USA,orthodox,5′ 11″   /   180cm,71″   /   180cm,"Cleveland, Ohio, USA","Cleveland, Ohio, USA",11,0,0
Murat Gassiev,https://boxrec.com/images/thumb/f/fa/583767.jpg/200px-583767.jpg,https://boxrec.com/wiki/index.php?title=Fight:3037558,heavy,5.0,33,152,76.67%,2011-2023,2011-09-21,,,583767,Мурат Георгиевич Гассиев,male,Iron,30,Armenia,orthodox,6′ 3½″   /   192cm,76″   /   193cm,"Big Bear, California, USA","Vladikavkaz, Russia",30,2,0
Lienard Sarcon,https://boxrec.com/images/thumb/e/e0/Lienard_Sarcon.jpg/200px-Lienard_Sarcon.jpg,https://boxrec.com/wiki/index.php?title=Fight:3115992,feather,5.0,11,53,36.36%,2017-2023,2017-10-08,,,813413,Lienard Sarcon,male,The Matrix,23,Philippines,southpaw,5′ 8″   /   173cm,67″   /   170cm,"Davao City, Davao del Sur, Philippines","General Santos City, Cotabato del Sur, Philippines",11,0,0
Bryan Flores,https://boxrec.com/images/thumb/6/6c/627223.jpg/200px-627223.jpg,https://boxrec.com/wiki/index.php?title=Fight:3045255,super light,5.0,26,132,56%,2014-2023,2014-05-16,,,627223,Bryan Roberto Flores Favela,male,Nino Maravilla,27,Mexico,orthodox,5′ 8″   /   173cm,,"Ciudad Juarez, Chihuahua, Mexico","Ciudad Juarez, Chihuahua, Mexico",25,0,1
Erik Robles Ayala,https://boxrec.com/images/thumb/c/c0/882860_2023.jpeg/200px-882860_2023.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3110189,super bantam,5.0,16,58,60%,2019-2023,2019-03-02,,,882860,,male,Terrible,23,Mexico,,,,"Ensenada, Baja California, Mexico",,15,1,0
Joet Gonzalez,https://boxrec.com/images/thumb/2/2a/619127.jpeg/200px-619127.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3010480,feather,5.0,30,182,57.69%,2012-2023,2012-07-07,,,619127,Joet De Jesus Gonzalez,male,,30,USA,orthodox,5′ 6″   /   168cm,70″   /   178cm,"Los Angeles, California, USA","Glendora, California, USA",26,4,0
Harlem Eubank,https://boxrec.com/images/thumb/4/42/Harlem_Eubank_2023.jpg/200px-Harlem_Eubank_2023.jpg,https://boxrec.com/wiki/index.php?title=Fight:3047411,super light,5.0,19,116,42.11%,2017-2023,2017-05-27,,,799034,,male,,29,United Kingdom,orthodox,5′ 8″   /   173cm,,"Brighton, Sussex, United Kingdom","Brighton, Sussex, United Kingdom",19,0,0
